Shape_Length,Shape_Area,Unit,UnitDesc,SphArea_km,OBJECTID,SUM_SphArea_km
331706.232905484212097,7955304118.315989494323730,lNh,Late Noachian highland unit,9181.6953125,37,8419068.689208984375000
265909.758632622484583,3944459974.871359348297119,Nve,Noachian volcanic edifice unit,4556.4931641,44,206573.693115234375000
524887.330503497971222,10725205730.813728332519531,lNh,Late Noachian highland unit,12365.1953125,37,8419068.689208984375000
782953.124360572663136,27525069997.312549591064453,lNh,Late Noachian highland unit,31644.5117188,37,8419068.689208984375000
328337.585767846787348,5883358465.617615699768066,eNh,Early Noachian highland unit,6802.1015625,15,14599337.820922851562500
389025.941651228466071,9862181863.354732513427734,AHi,Amazonian and Hesperian impact unit,11383.5751953,2,7913061.843505859375000
870072.998189174802974,26922641882.612670898437500,eNh,Early Noachian highland unit,31024.7578125,15,14599337.820922851562500
352005.940035556850489,8202014399.881247520446777,eHh,Early Hesperian highland unit,9479.0800781,12,1805659.245117187500000
573154.126119977561757,15297864938.338024139404297,lNh,Late Noachian highland unit,17647.4433594,37,8419068.689208984375000
1061807.801619751378894,23732127580.011894226074219,lNh,Late Noachian highland unit,27255.0761719,37,8419068.689208984375000
427645.199491538922302,7896764124.859158515930176,eNh,Early Noachian highland unit,9135.7158203,15,14599337.820922851562500
1181321.433217370649800,35087837065.311134338378906,mNh,Middle Noachian highland unit,40202.7109375,40,32313488.187866210937500
497685.211991688120179,13518716053.267698287963867,AHi,Amazonian and Hesperian impact unit,15626.6494141,2,7913061.843505859375000
596218.762520576710813,18525097646.760852813720703,AHi,Amazonian and Hesperian impact unit,21389.0273438,2,7913061.843505859375000
717801.952271253103390,34320623010.889827728271484,AHi,Amazonian and Hesperian impact unit,39589.3476562,2,7913061.843505859375000
1798711.392349597299471,57971874746.019897460937500,mNh,Middle Noachian highland unit,66188.7421875,40,32313488.187866210937500
248111.246887637942564,3338650519.497754096984863,lNh,Late Noachian highland unit,3880.3969727,37,8419068.689208984375000
1844222.267419789917767,53272767164.636421203613281,mNh,Middle Noachian highland unit,60969.7773438,40,32313488.187866210937500
3130438.169282973278314,87615937014.115005493164062,mNh,Middle Noachian highland unit,99002.9687500,40,32313488.187866210937500
894152.341289541334845,32073046787.123855590820312,eNh,Early Noachian highland unit,36902.5820312,15,14599337.820922851562500
3375234.633000150788575,127325481487.959625244140625,eNh,Early Noachian highland unit,143433.6562500,15,14599337.820922851562500
594770.251058339490555,22943865578.994358062744141,AHi,Amazonian and Hesperian impact unit,26566.2734375,2,7913061.843505859375000
548341.572446736507118,15887704718.609382629394531,AHi,Amazonian and Hesperian impact unit,18443.0019531,2,7913061.843505859375000
641446.975398781476542,14980142214.283111572265625,lNh,Late Noachian highland unit,17355.3457031,37,8419068.689208984375000
344162.139169756148476,8685022587.742029190063477,AHi,Amazonian and Hesperian impact unit,10111.3857422,2,7913061.843505859375000
371680.936635134974495,6544607744.355664253234863,AHi,Amazonian and Hesperian impact unit,7622.4843750,2,7913061.843505859375000
768957.376510287052952,19197414605.356880187988281,lNh,Late Noachian highland unit,22302.2441406,37,8419068.689208984375000
376485.368622771406081,6482116474.057696342468262,lNh,Late Noachian highland unit,7548.8339844,37,8419068.689208984375000
285062.761594577168580,5990711668.004171371459961,HNhu,Hesperian and Noachian highland undivided unit,6989.0034180,18,1006731.637207031250000
507065.886388795915991,14112091893.429529190063477,AHi,Amazonian and Hesperian impact unit,16411.8027344,2,7913061.843505859375000
2545891.887864327523857,72577514202.088027954101562,mNh,Middle Noachian highland unit,82412.3203125,40,32313488.187866210937500
593039.371025994187221,16796075344.454723358154297,lNh,Late Noachian highland unit,19552.6953125,37,8419068.689208984375000
710839.600148728699423,19319549793.794418334960938,lNh,Late Noachian highland unit,22484.8085938,37,8419068.689208984375000
398642.856582561274990,11482373377.991142272949219,lNh,Late Noachian highland unit,13399.7148438,37,8419068.689208984375000
8186900.488004983402789,336535531109.362304687500000,mNh,Middle Noachian highland unit,362623.1562500,40,32313488.187866210937500
740303.032169899204746,30980209228.809589385986328,AHi,Amazonian and Hesperian impact unit,36041.0664062,2,7913061.843505859375000
1684793.078919903375208,103958283513.668533325195312,AHi,Amazonian and Hesperian impact unit,119823.4453125,2,7913061.843505859375000
574952.768853462184779,15896347541.226285934448242,lNh,Late Noachian highland unit,18500.9062500,37,8419068.689208984375000
418784.332133029878605,8885334217.992912292480469,AHi,Amazonian and Hesperian impact unit,10373.0839844,2,7913061.843505859375000
546653.711444867774844,13413535124.794576644897461,lNh,Late Noachian highland unit,15635.4765625,37,8419068.689208984375000
12413974.602693438529968,773904247873.310424804687500,mNh,Middle Noachian highland unit,828017.8750000,40,32313488.187866210937500
567242.222925071371719,17287230998.103412628173828,AHi,Amazonian and Hesperian impact unit,20165.7910156,2,7913061.843505859375000
378151.818840224295855,7277839647.969214439392090,lNh,Late Noachian highland unit,8502.2802734,37,8419068.689208984375000
774693.312017637654208,22068989013.913509368896484,lNh,Late Noachian highland unit,25812.5664062,37,8419068.689208984375000
485237.539577840885613,13457907285.605314254760742,AHi,Amazonian and Hesperian impact unit,15756.2958984,2,7913061.843505859375000
417422.658225317893084,11725644427.948976516723633,AHi,Amazonian and Hesperian impact unit,13734.4580078,2,7913061.843505859375000
1068060.715222955448553,45483011988.407127380371094,lNh,Late Noachian highland unit,52857.5000000,37,8419068.689208984375000
1597710.976495531154796,48823840085.576141357421875,lNh,Late Noachian highland unit,56783.2109375,37,8419068.689208984375000
948636.975542305153795,32661458210.179080963134766,eNh,Early Noachian highland unit,38115.5546875,15,14599337.820922851562500
1188726.383997193770483,45472163440.731834411621094,eNh,Early Noachian highland unit,52561.4218750,15,14599337.820922851562500
356974.305280250031501,5893733362.847031593322754,Nhe,Noachian highland edifice unit,6927.4736328,42,220604.235595703125000
9876959.458834080025554,559048144389.012573242187500,eNhm,Early Noachian highland massif unit,607320.9375000,16,1944452.784667968750000
4670334.520442034117877,174583498587.883056640625000,mNh,Middle Noachian highland unit,201452.4375000,40,32313488.187866210937500
1806377.630367819219828,48372558459.718338012695312,lNh,Late Noachian highland unit,55969.1015625,37,8419068.689208984375000
867940.345941252424382,35029401473.600051879882812,eNh,Early Noachian highland unit,41042.5273438,15,14599337.820922851562500
283612.001332159910817,5591615653.143428802490234,AHi,Amazonian and Hesperian impact unit,6582.5058594,2,7913061.843505859375000
238698.699926455068635,3176717740.586009025573730,lNh,Late Noachian highland unit,3746.0578613,37,8419068.689208984375000
360882.115203074121382,4843444225.243939399719238,lNh,Late Noachian highland unit,5707.7343750,37,8419068.689208984375000
599712.003148286254145,21672247934.780563354492188,lNh,Late Noachian highland unit,25432.4980469,37,8419068.689208984375000
11987718.590338006615639,504700818118.086242675781250,eNh,Early Noachian highland unit,564810.8750000,15,14599337.820922851562500
1348978.862432355526835,49872960301.337135314941406,eNh,Early Noachian highland unit,58295.2148438,15,14599337.820922851562500
425441.362333773402497,12261700414.667627334594727,AHi,Amazonian and Hesperian impact unit,14432.3173828,2,7913061.843505859375000
614011.006164027843624,20208719045.676475524902344,eNh,Early Noachian highland unit,23752.7500000,15,14599337.820922851562500
486408.075263864186127,14332846239.188238143920898,AHi,Amazonian and Hesperian impact unit,16902.8066406,2,7913061.843505859375000
603171.093376346165314,21107323254.764698028564453,AHi,Amazonian and Hesperian impact unit,24835.6015625,2,7913061.843505859375000
1636413.752790635451674,48579528334.051498413085938,eNh,Early Noachian highland unit,56639.5585938,15,14599337.820922851562500
581343.541014200658537,9272527478.049470901489258,eNh,Early Noachian highland unit,10931.5625000,15,14599337.820922851562500
558304.938287622644566,19404685319.139865875244141,AHi,Amazonian and Hesperian impact unit,22861.1894531,2,7913061.843505859375000
390886.940119125240017,7457928885.166110992431641,lNh,Late Noachian highland unit,8811.0527344,37,8419068.689208984375000
275571.095801789022516,5588699034.520391464233398,AHi,Amazonian and Hesperian impact unit,6605.9062500,2,7913061.843505859375000
634902.841283147572540,28288524565.427982330322266,AHi,Amazonian and Hesperian impact unit,33277.6054688,2,7913061.843505859375000
343885.839548919699155,5384246746.640583992004395,lNh,Late Noachian highland unit,6357.8481445,37,8419068.689208984375000
5614407.799750936217606,207460689836.763702392578125,eHv,Early Hesperian volcanic unit,227098.0312500,14,5791988.775878906250000
1728332.453935308381915,69484294114.386550903320312,Nve,Noachian volcanic edifice unit,80876.6484375,44,206573.693115234375000
261220.471333898371086,4830938900.770430564880371,Nve,Noachian volcanic edifice unit,5717.8994141,44,206573.693115234375000
376936.891876902780496,7923998193.527852058410645,eNh,Early Noachian highland unit,9373.4296875,15,14599337.820922851562500
303285.155711348401383,5029981674.496706008911133,lNh,Late Noachian highland unit,5951.2680664,37,8419068.689208984375000
443814.486976503452752,13664251894.563598632812500,AHi,Amazonian and Hesperian impact unit,16136.5136719,2,7913061.843505859375000
452487.585644726816099,10091736639.622657775878906,lNh,Late Noachian highland unit,11920.1835938,37,8419068.689208984375000
367518.691874811367597,8366299203.455687522888184,lNh,Late Noachian highland unit,9894.0732422,37,8419068.689208984375000
370240.614589634526055,7918126772.666975975036621,AHi,Amazonian and Hesperian impact unit,9374.1650391,2,7913061.843505859375000
707782.658724230597727,34330563880.502834320068359,AHi,Amazonian and Hesperian impact unit,40465.8867188,2,7913061.843505859375000
308512.748043860308826,5039994711.781040191650391,AHi,Amazonian and Hesperian impact unit,5971.5400391,2,7913061.843505859375000
3773712.841276828199625,164288396131.275848388671875,lNh,Late Noachian highland unit,191106.5000000,37,8419068.689208984375000
2238297.050364287104458,128965834185.512542724609375,lHv,Late Hesperian volcanic unit,149154.2812500,35,2391023.202148437500000
450560.095598680665717,10884943245.187282562255859,AHi,Amazonian and Hesperian impact unit,12895.7343750,2,7913061.843505859375000
263706.974553700711112,4171325639.308007240295410,lNh,Late Noachian highland unit,4952.7202148,37,8419068.689208984375000
340863.698326986574102,8137578006.353228569030762,AHi,Amazonian and Hesperian impact unit,9654.6513672,2,7913061.843505859375000
428304.351795956143178,4880050759.071310997009277,lNh,Late Noachian highland unit,5786.1425781,37,8419068.689208984375000
1236934.879304927540943,38227111516.275917053222656,mNh,Middle Noachian highland unit,44950.9414062,40,32313488.187866210937500
525527.012107890797779,15153263353.630931854248047,lNh,Late Noachian highland unit,17971.1562500,37,8419068.689208984375000
3783347.253807292785496,124850831361.684921264648438,eNh,Early Noachian highland unit,145154.9218750,15,14599337.820922851562500
13954017.774685906246305,592374428002.145629882812500,eNh,Early Noachian highland unit,655165.4375000,15,14599337.820922851562500
336807.262214532645885,3087570655.446104049682617,mNh,Middle Noachian highland unit,3672.9667969,40,32313488.187866210937500
11680185.297292845323682,662567624046.121826171875000,lNh,Late Noachian highland unit,723191.7500000,37,8419068.689208984375000
974307.134660444455221,37237559398.260704040527344,eNh,Early Noachian highland unit,44061.0195312,15,14599337.820922851562500
1192121.295579846482724,26941773281.796623229980469,lNh,Late Noachian highland unit,31864.6972656,37,8419068.689208984375000
433654.335005418455694,8569857024.173476219177246,lNh,Late Noachian highland unit,10197.0371094,37,8419068.689208984375000
1217603.957325090421364,51547636667.569259643554688,eNh,Early Noachian highland unit,61090.7031250,15,14599337.820922851562500
499132.638722217176110,14913118201.948171615600586,AHi,Amazonian and Hesperian impact unit,17726.9316406,2,7913061.843505859375000
3597154.902932785917073,156986875180.609924316406250,mNh,Middle Noachian highland unit,184248.6093750,40,32313488.187866210937500
1596715.846351615618914,54947195962.471466064453125,lNh,Late Noachian highland unit,65080.3085938,37,8419068.689208984375000
599229.532038550823927,21291518813.150756835937500,AHi,Amazonian and Hesperian impact unit,25301.2050781,2,7913061.843505859375000
989413.865137398126535,27334078063.121250152587891,eNh,Early Noachian highland unit,32322.9960938,15,14599337.820922851562500
357578.234956204076298,7862210281.292671203613281,AHi,Amazonian and Hesperian impact unit,9375.7187500,2,7913061.843505859375000
355697.697090280940756,6249854886.999296188354492,lNh,Late Noachian highland unit,7456.3222656,37,8419068.689208984375000
804983.196134826052003,35941498442.916412353515625,AHi,Amazonian and Hesperian impact unit,42756.9570312,2,7913061.843505859375000
605655.344863145728596,19012963154.996288299560547,lNh,Late Noachian highland unit,22646.5488281,37,8419068.689208984375000
430844.072934673808049,13349228775.862453460693359,AHi,Amazonian and Hesperian impact unit,15926.1210938,2,7913061.843505859375000
1242989.099375101272017,35192986312.177581787109375,lNh,Late Noachian highland unit,41853.4765625,37,8419068.689208984375000
341641.278784487687517,7822499666.281035423278809,AHi,Amazonian and Hesperian impact unit,9337.3652344,2,7913061.843505859375000
476494.132252655515913,8143972573.646140098571777,lNh,Late Noachian highland unit,9723.7089844,37,8419068.689208984375000
623178.220738504664041,21759682753.824630737304688,AHi,Amazonian and Hesperian impact unit,25936.8398438,2,7913061.843505859375000
388867.590578627132345,10628829359.495914459228516,AHi,Amazonian and Hesperian impact unit,12697.3007812,2,7913061.843505859375000
4304639.617578959092498,152369342442.946411132812500,eNh,Early Noachian highland unit,175832.9843750,15,14599337.820922851562500
419022.996509005373809,9627917969.188810348510742,AHi,Amazonian and Hesperian impact unit,11488.5283203,2,7913061.843505859375000
596630.357823458849452,15951115056.965108871459961,lNh,Late Noachian highland unit,19031.8652344,37,8419068.689208984375000
392442.228324571915437,8302568933.435336112976074,mNh,Middle Noachian highland unit,9933.1435547,40,32313488.187866210937500
1956229.542269279481843,53956318367.296684265136719,lHv,Late Hesperian volcanic unit,62706.0429688,35,2391023.202148437500000
395701.387003763986286,6652126213.777267456054688,lNh,Late Noachian highland unit,7957.2133789,37,8419068.689208984375000
372356.578955433331430,10235883746.632955551147461,AHi,Amazonian and Hesperian impact unit,12261.2646484,2,7913061.843505859375000
1929529.462544109672308,47155563353.500152587890625,eNh,Early Noachian highland unit,55790.1992188,15,14599337.820922851562500
425755.643168730486650,10866051901.935976028442383,eHv,Early Hesperian volcanic unit,13030.4736328,14,5791988.775878906250000
478994.543867601430975,11304127662.359611511230469,lNh,Late Noachian highland unit,13552.2929688,37,8419068.689208984375000
1318474.061680684797466,58112425267.548660278320312,lNh,Late Noachian highland unit,68853.2968750,37,8419068.689208984375000
185491.053152671229327,1917678240.045156717300415,Aa,Amazonian apron unit,2306.0996094,1,998728.253906250000000
749455.090129677206278,37998964060.601943969726562,AHi,Amazonian and Hesperian impact unit,45459.3476562,2,7913061.843505859375000
695127.899107489269227,14535314889.496950149536133,lNh,Late Noachian highland unit,17407.7558594,37,8419068.689208984375000
873278.211803732905537,20289488292.679786682128906,lNh,Late Noachian highland unit,24229.2050781,37,8419068.689208984375000
562085.611122205504216,19170082627.404270172119141,AHi,Amazonian and Hesperian impact unit,23016.5937500,2,7913061.843505859375000
517331.028758119384293,13834949532.550258636474609,AHi,Amazonian and Hesperian impact unit,16589.5175781,2,7913061.843505859375000
881500.398045353242196,34886654607.666336059570312,eNh,Early Noachian highland unit,41766.7265625,15,14599337.820922851562500
305163.482448039052542,5956166371.200227737426758,lNh,Late Noachian highland unit,7160.3833008,37,8419068.689208984375000
439042.346531994349789,11037132696.705224990844727,AHi,Amazonian and Hesperian impact unit,13257.8378906,2,7913061.843505859375000
524530.619243002729490,16191955469.608131408691406,AHi,Amazonian and Hesperian impact unit,19448.8320312,2,7913061.843505859375000
619537.653762503643520,9779344257.938899993896484,AHi,Amazonian and Hesperian impact unit,11746.0947266,2,7913061.843505859375000
321581.072493420622777,5747124726.613937377929688,Aa,Amazonian apron unit,6919.3745117,1,998728.253906250000000
6272511.585493954829872,373909008426.935058593750000,lNv,Late Noachian volcanic unit,437566.5312500,38,2226351.114257812500000
1277549.591904587112367,28547502321.547061920166016,eNh,Early Noachian highland unit,34236.9218750,15,14599337.820922851562500
1065840.953373415861279,28597900522.774482727050781,lNh,Late Noachian highland unit,34327.0937500,37,8419068.689208984375000
1034110.466455534216948,40559439288.806655883789062,Htu,Hesperian transition undivided unit,48680.8242188,25,741194.071777343750000
1852327.401535802287981,69263732941.013961791992188,lNh,Late Noachian highland unit,82715.2421875,37,8419068.689208984375000
294103.731460772803985,6462934711.507622718811035,lNh,Late Noachian highland unit,7783.4448242,37,8419068.689208984375000
815778.276817383943126,12184288249.417182922363281,mNh,Middle Noachian highland unit,14574.9814453,40,32313488.187866210937500
408795.051607043889817,11257868429.021305084228516,AHi,Amazonian and Hesperian impact unit,13557.9189453,2,7913061.843505859375000
462380.315933534060605,11900177686.442892074584961,lNh,Late Noachian highland unit,14357.9218750,37,8419068.689208984375000
429686.166893575165886,7250756308.271734237670898,lNh,Late Noachian highland unit,8750.3193359,37,8419068.689208984375000
580099.605730469804257,20721246252.618740081787109,eNh,Early Noachian highland unit,24975.7871094,15,14599337.820922851562500
394342.506115080439486,9040810092.638265609741211,AHi,Amazonian and Hesperian impact unit,10914.8369141,2,7913061.843505859375000
418428.575293839094229,6061830163.675709724426270,eHh,Early Hesperian highland unit,7320.8334961,12,1805659.245117187500000
891664.514977846178226,15356333743.475128173828125,lHt,Late Hesperian transition unit,18519.2617188,34,2345022.695800781250000
846738.880504337837920,31076543175.739070892333984,lNh,Late Noachian highland unit,37398.7187500,37,8419068.689208984375000
4634959.124914591200650,229909647858.209930419921875,mNh,Middle Noachian highland unit,268921.8750000,40,32313488.187866210937500
2041323.538372261449695,61526496185.130615234375000,lNh,Late Noachian highland unit,73554.6953125,37,8419068.689208984375000
602243.230201892321929,17307606497.471294403076172,AHi,Amazonian and Hesperian impact unit,20868.8652344,2,7913061.843505859375000
700819.535530175897293,13015758253.330266952514648,eNh,Early Noachian highland unit,15648.0957031,15,14599337.820922851562500
286779.699394729861524,3845514462.756355285644531,lNv,Late Noachian volcanic unit,4649.1850586,38,2226351.114257812500000
821174.122050123522058,17230237613.941761016845703,lNh,Late Noachian highland unit,20791.8261719,37,8419068.689208984375000
312724.915367915877141,3825117428.213892936706543,Ht,Hesperian transition unit,4622.3515625,23,910149.268066406250000
390054.970913683297113,5316822482.023821830749512,Nhu,Noachian highland undivided unit,6416.4716797,43,1610477.508789062500000
704969.020495166070759,18087672923.851856231689453,AHi,Amazonian and Hesperian impact unit,21823.8085938,2,7913061.843505859375000
1214278.997903818031773,78278523681.334487915039062,lNh,Late Noachian highland unit,93765.3593750,37,8419068.689208984375000
317801.220998154487461,4506392804.473982810974121,Aa,Amazonian apron unit,5450.8549805,1,998728.253906250000000
4444582.086874344386160,122521208594.790237426757812,Ht,Hesperian transition unit,146594.6875000,23,910149.268066406250000
1242984.067568043945357,10354621070.156339645385742,Nhu,Noachian highland undivided unit,12500.7275391,43,1610477.508789062500000
694006.454206260386854,33568662606.498233795166016,AHi,Amazonian and Hesperian impact unit,40504.2031250,2,7913061.843505859375000
307552.736961078830063,3989236053.775554180145264,lNh,Late Noachian highland unit,4830.5864258,37,8419068.689208984375000
400747.207967929600272,10129839079.857110977172852,AHi,Amazonian and Hesperian impact unit,12253.6777344,2,7913061.843505859375000
1315809.968685755971819,49816718253.349647521972656,mNh,Middle Noachian highland unit,59952.5781250,40,32313488.187866210937500
1191961.929626907221973,29369138558.142597198486328,Nhu,Noachian highland undivided unit,35343.3945312,43,1610477.508789062500000
2484279.492317060008645,165841038859.815643310546875,eNh,Early Noachian highland unit,198667.2656250,15,14599337.820922851562500
1202882.445766127901152,48328789756.985267639160156,lNh,Late Noachian highland unit,58094.4921875,37,8419068.689208984375000
297259.228002939838916,6711665421.629852294921875,lNh,Late Noachian highland unit,8131.0693359,37,8419068.689208984375000
1320062.503897544462234,26691585643.266841888427734,Hto,Hesperian transition outflow unit,32198.9960938,24,1289054.372802734375000
4533843.670962673611939,209694149509.737121582031250,mNh,Middle Noachian highland unit,250232.2343750,40,32313488.187866210937500
345751.945697468472645,6718721210.573814392089844,lNh,Late Noachian highland unit,8143.7143555,37,8419068.689208984375000
681518.003672535065562,12021351986.622667312622070,lNh,Late Noachian highland unit,14568.3798828,37,8419068.689208984375000
534269.599700150312856,10643409815.682037353515625,mNh,Middle Noachian highland unit,12902.6347656,40,32313488.187866210937500
573384.952768449089490,14031225285.598201751708984,eNh,Early Noachian highland unit,17002.5078125,15,14599337.820922851562500
487509.807202929805499,9965192653.099100112915039,AHi,Amazonian and Hesperian impact unit,12092.6416016,2,7913061.843505859375000
536240.715149758267216,16580765534.169919967651367,Hve,Hesperian volcanic edifice unit,20097.6894531,26,382780.249511718750000
280954.398258699860889,5418203929.773921012878418,Ht,Hesperian transition unit,6576.8237305,23,910149.268066406250000
335866.927550073829480,7454793160.400271415710449,lHt,Late Hesperian transition unit,9052.1787109,34,2345022.695800781250000
791604.478872103616595,27433180817.447032928466797,mNh,Middle Noachian highland unit,33286.3515625,40,32313488.187866210937500
1439779.317379248328507,96604127900.183563232421875,lHvf,Late Hesperian volcanic field unit,116356.4531250,36,440897.132812500000000
344472.379215632448904,8317938144.203752517700195,lAvf,Late Amazonian volcanic field unit,10109.0839844,31,312533.448242187500000
1180023.137958297040313,33016063958.321197509765625,lHt,Late Hesperian transition unit,40008.6562500,34,2345022.695800781250000
328897.898861724534072,6231264724.950598716735840,AHi,Amazonian and Hesperian impact unit,7575.5468750,2,7913061.843505859375000
1252908.566772815305740,37716532007.759872436523438,AHi,Amazonian and Hesperian impact unit,45729.9609375,2,7913061.843505859375000
760123.413707545725629,6216795842.355823516845703,Nhu,Noachian highland undivided unit,7561.6088867,43,1610477.508789062500000
2299339.848477957304567,78205066141.339508056640625,mNh,Middle Noachian highland unit,94811.7421875,40,32313488.187866210937500
1259673.297420932678506,36331638979.167137145996094,Htu,Hesperian transition undivided unit,43966.5664062,25,741194.071777343750000
453939.801287436974235,13621774234.120210647583008,lNh,Late Noachian highland unit,16558.9062500,37,8419068.689208984375000
335337.565823203593027,4547840197.451651573181152,lHt,Late Hesperian transition unit,5534.3149414,34,2345022.695800781250000
561962.433313942630775,21251894919.019401550292969,AHi,Amazonian and Hesperian impact unit,25824.5937500,2,7913061.843505859375000
391205.284871340321843,7178548630.039425849914551,lNh,Late Noachian highland unit,8726.9531250,37,8419068.689208984375000
373190.747517835465260,9404577955.646499633789062,AHi,Amazonian and Hesperian impact unit,11441.6767578,2,7913061.843505859375000
385881.600325476902071,11005190197.207529067993164,lNh,Late Noachian highland unit,13383.9580078,37,8419068.689208984375000
1029784.802231007488444,27852218782.109657287597656,lNh,Late Noachian highland unit,33770.8398438,37,8419068.689208984375000
964486.445656741387211,31188923000.794483184814453,eHh,Early Hesperian highland unit,37899.1250000,12,1805659.245117187500000
401221.231716264621355,6276507498.223772048950195,lAvf,Late Amazonian volcanic field unit,7641.7500000,31,312533.448242187500000
1885959.546318069798872,69761795101.799102783203125,AHv,Amazonian and Hesperian volcanic,84046.0546875,4,13213999.766845703125000
357932.860903344757389,8083650388.486051559448242,mNh,Middle Noachian highland unit,9838.3984375,40,32313488.187866210937500
1005991.989242918207310,53094085424.623016357421875,AHi,Amazonian and Hesperian impact unit,64379.9726562,2,7913061.843505859375000
1189176.316121540730819,57975505097.493888854980469,eNh,Early Noachian highland unit,70324.3828125,15,14599337.820922851562500
492130.690678797604050,9508425724.326141357421875,Aa,Amazonian apron unit,11583.8369141,1,998728.253906250000000
12074335.108762912452221,324316439752.889099121093750,Nhu,Noachian highland undivided unit,374449.4375000,43,1610477.508789062500000
8049847.256476564332843,587679357369.467407226562500,eHv,Early Hesperian volcanic unit,684652.1875000,14,5791988.775878906250000
668315.465001360396855,21880159889.713115692138672,Nve,Noachian volcanic edifice unit,26632.0957031,44,206573.693115234375000
261432.634248898539227,3902964634.995254516601562,Htu,Hesperian transition undivided unit,4759.6645508,25,741194.071777343750000
747004.123244924703613,16129406974.573141098022461,lNh,Late Noachian highland unit,19627.7070312,37,8419068.689208984375000
354175.719437175896019,5450379307.883605957031250,Htu,Hesperian transition undivided unit,6647.6132812,25,741194.071777343750000
615433.000479624839500,10973047507.050447463989258,eNh,Early Noachian highland unit,13356.3681641,15,14599337.820922851562500
611527.529792165150866,21231017085.008808135986328,AHi,Amazonian and Hesperian impact unit,25858.0468750,2,7913061.843505859375000
832752.678287862450816,22721925472.395599365234375,lNh,Late Noachian highland unit,27636.6425781,37,8419068.689208984375000
424652.436870742705651,10817675302.289560317993164,AHi,Amazonian and Hesperian impact unit,13185.6552734,2,7913061.843505859375000
582944.695807366981171,22782018682.553268432617188,AHi,Amazonian and Hesperian impact unit,27751.6230469,2,7913061.843505859375000
429797.415787911333609,4973389460.651821136474609,Aa,Amazonian apron unit,6071.3901367,1,998728.253906250000000
2489237.354479163885117,40868234607.751296997070312,Hto,Hesperian transition outflow unit,49796.8320312,24,1289054.372802734375000
382484.389620695321355,8269456643.835960388183594,Htu,Hesperian transition undivided unit,10085.4804688,25,741194.071777343750000
204571.715469767106697,2529323609.604656696319580,lNh,Late Noachian highland unit,3089.2712402,37,8419068.689208984375000
2646453.778764683287591,19922897135.941307067871094,Nhu,Noachian highland undivided unit,24283.8613281,43,1610477.508789062500000
363099.529835202905815,6531720148.661299705505371,lNh,Late Noachian highland unit,7975.4545898,37,8419068.689208984375000
299503.192485399718862,6138695668.399277687072754,lNh,Late Noachian highland unit,7496.5546875,37,8419068.689208984375000
431675.799746454868000,8462869088.469839096069336,lHt,Late Hesperian transition unit,10329.8105469,34,2345022.695800781250000
603427.977209384669550,15330020980.936468124389648,eNh,Early Noachian highland unit,18705.4335938,15,14599337.820922851562500
311265.806012880522758,5268887690.810615539550781,AHi,Amazonian and Hesperian impact unit,6437.8793945,2,7913061.843505859375000
257094.124480203463463,3961611590.449076652526855,lNh,Late Noachian highland unit,4841.6811523,37,8419068.689208984375000
1634003.987905469257385,77652723300.329910278320312,Ave,Amazonian volcanic edifice,94422.4296875,9,824778.192382812500000
283911.122078221233096,3959343658.637732982635498,eNh,Early Noachian highland unit,4838.8476562,15,14599337.820922851562500
498269.407055691641290,12388557363.417358398437500,AHtu,Amazonian and Hesperian transition undivided unit,15131.1123047,3,2200401.866943359375000
3871546.979864244349301,149936137320.191345214843750,lNh,Late Noachian highland unit,181858.3750000,37,8419068.689208984375000
309670.611978459404781,6955298373.298906326293945,AHi,Amazonian and Hesperian impact unit,8503.8681641,2,7913061.843505859375000
2561430.887736694421619,74938405681.409957885742188,lNh,Late Noachian highland unit,91214.3437500,37,8419068.689208984375000
248578.916878033836838,3641761381.527199268341064,Htu,Hesperian transition undivided unit,4454.9482422,25,741194.071777343750000
425401.645356990571599,12231478036.583539962768555,AHi,Amazonian and Hesperian impact unit,14953.6416016,2,7913061.843505859375000
1293381.255185084650293,34505077599.463340759277344,Htu,Hesperian transition undivided unit,42107.8710938,25,741194.071777343750000
1427129.272526158019900,37478445895.362014770507812,lNh,Late Noachian highland unit,45726.8750000,37,8419068.689208984375000
336019.377117733587511,7461131579.671339988708496,Htu,Hesperian transition undivided unit,9129.9326172,25,741194.071777343750000
